treebank 	Norwegian-Nynorsk	English-LinES	French-Sequoia	Finnish-FTB	Indonesian-GSD	Ukrainian-IU	Dutch-LassySmall	Portuguese-Bosque	Italian-PoSTWITA	Latin-ITTB	Estonian-EDT	Croatian-SET	Gothic-PROIEL	Italian-ISDT	Norwegian-Bokmaal	Latvian-LVTB	Vietnamese-VTB	Greek-GDT	Spanish-GSD	Catalan-AnCora	English-EWT	Swedish-LinES	Russian-SynTagRus	Czech-PDT	Polish-LFG	Basque-BDT	Slovak-SNK	Spanish-AnCora	Finnish-TDT	Ancient_Greek-Perseus	Romanian-RRT	Latin-PROIEL	Hungarian-Szeged	Turkish-IMST	Slovenian-SSJ	Swedish-Talbanken	Italian-ParTUT	Czech-FicTree	Bulgarian-BTB	Ancient_Greek-PROIEL	Czech-CAC	Japanese-GSD	Korean-Kaist	English-GUM	Romanian-Nonstandard	German-GSD	Old_Church_Slavonic-PROIEL	Danish-DDT	Afrikaans-AfriBooms	French-GSD	Dutch-Alpino	Polish-SZ	Serbian-SET	Russian-GSD	English-ParTUT	Uyghur-UDT	Russian-avg	English-avg	Japanese-GSDOrig	Japanese-GSDLUWOrig	Japanese-GSDOrig1	Japanese-GSDOrig2	Japanese-GSDLUWOrig1	Japanese-GSDLUWOrig2
Estonian-EDT	0.9570996104088838	0.994084376419046	0.9961754653212653	0.9484527867634372	0.9809644320858504	0.9979806666676352	0.8842646316924693	0.9959476299375217	0.9804718364776843	0.9611930665624	1.0	0.9839123806708514	0.9794909607627248	0.9827258424812183	0.9474601731150504	0.9624362662904803	0.753544818749972	0.9930144521987793	0.9816434247502379	0.9819297767772487	0.9934656442156075	0.9836522947772006	0.9957543817860001	0.9867511609057074	0.9923297063752302	0.8796198036428197	0.9986545233635136	0.980197576346559	0.9077222222433098	0.9971404601705348	0.9877067240299859	0.9959486627194015	0.9955260404237647	0.9720559345913353	0.9951596555215644	0.9988687059407811	0.9849012706870479	0.9880610955986904	0.9979586565955635	0.9906999748627997	0.9907391985068057	0.750868994652736	0.7552405074839275	0.9525965612683409	0.9867234278591375	0.9987712495068571	0.9745282866438006	0.9855761820960474	0.8832294891932698	0.9825564523281525	0.8829236377717958	0.9988461189861796	0.96667848621919	0.9897194333629157	0.956502723655083	0.9728457235667856	0.9930551753867878	0.9730383912446934	0.7503028254066073	0.7485513058612677	0.9906395069124083	0.9909100356652341	0.9916643137711997	0.9903758814709124
Croatian-SET	0.9930448272470087	0.9934207469393199	0.9943188467890436	0.8779689810932789	0.9951511164449971	0.9927966144459985	0.9525453598531926	0.9949098012264376	0.9990356918237769	0.9039412031789955	0.9839123806708514	1.0	0.9367197704229525	0.9998356504707606	0.9889959973729032	0.8998624032063911	0.8499430020626816	0.9637382575040697	0.9995970865489351	0.9994321692249978	0.9944439408964013	0.9993121103076134	0.9639925607844237	0.9432133843914619	0.9570158695991092	0.7826161654109547	0.9770419766544419	0.9994766765070896	0.8193571372936445	0.9832623031614104	0.9994680198201022	0.9773998437555683	0.995665526281291	0.9173085813151836	0.9958486405218784	0.981447586554482	0.9994369094752972	0.9489030102533647	0.9738246822274651	0.967056587569122	0.9519259988238368	0.848655138635356	0.8500419950591815	0.9910668706504034	0.9566290458338549	0.9779520634477633	0.9318765544778796	0.9987715437169032	0.9519137805885792	0.9998969472422492	0.9520257905731297	0.9901707630088323	0.9966165420798544	0.9485023503206362	0.9926342527223844	0.9181433058536769	0.9564192585431867	0.9977348848372144	0.848215459787119	0.8464678243930204	0.9513427908479738	0.9513754223387083	0.9545522952515535	0.9509914500406456
Gothic-PROIEL	0.8928998315763603	0.9655103215644081	0.9676241402051561	0.9847481529661153	0.9242235732749082	0.9678862588398561	0.7874323850740739	0.9649606724257396	0.9338468147099	0.9961975727145318	0.9794909607627248	0.9367197704229525	1.0	0.9360612791048214	0.87833440250658	0.9903462376358276	0.6192424338378947	0.9955875357346157	0.9332374909003931	0.9354725994836587	0.9620102458635408	0.9382101382469453	0.9914282443084174	0.9949610433214318	0.9947189110811965	0.9452956888919274	0.9869337818533119	0.9311927572192599	0.960882378830698	0.9822988589876914	0.9461622568776236	0.989334798351698	0.9612206092321982	0.9956373471622381	0.9636347721861639	0.9832903926753083	0.9424471466221129	0.9970650046456883	0.9885916065794561	0.9932306674169682	0.9948888254599447	0.6168463601780511	0.6189514941147987	0.8855931643744521	0.9971748165617998	0.9843344205102524	0.9990895840745703	0.9418332120326708	0.7927510284335693	0.9341045970131041	0.7873711809205739	0.9738799342516922	0.9076027158509156	0.9914333272228588	0.8920910311649222	0.9957313533375648	0.991832639860564	0.91949944073224	0.616482961979571	0.6140517922878711	0.9884178497592014	0.991162440304021	0.9857657184711536	0.9865334769308413
Italian-ISDT	0.9937440653513385	0.9935926436090128	0.994168845868804	0.876022413673042	0.9936783719034182	0.9920379878832805	0.953364896334164	0.994598612789899	0.9995999589907502	0.9029321133770648	0.9827258424812183	0.9998356504707606	0.9360612791048214	1.0	0.989819465316414	0.8981173992012262	0.8487522827920031	0.9633616264567583	0.9997788168253611	0.9997901239490745	0.9945744276717076	0.9995551527091587	0.9626260262460231	0.9418562394887933	0.9561000836158927	0.7803837649778473	0.9762510593579278	0.9997294558701002	0.8169945645458426	0.9822598421568827	0.999457285791549	0.976914798425748	0.9952065238935067	0.9153693675298458	0.9956402281288943	0.9808800859817838	0.9997209232978784	0.9481526047720686	0.973014996823177	0.966730654590269	0.9506736962073381	0.8475835689397844	0.8484872099415507	0.9917853688377763	0.9565548661327052	0.9772376849649176	0.9311957972305377	0.9990098788774386	0.9539560643880323	0.9999005157887086	0.953137493970927	0.989584756615902	0.9965766501405356	0.9466194873703989	0.9933830923296699	0.9164060919128592	0.9547867108146901	0.9982826233423682	0.8471330524325366	0.8453033209176849	0.9491933609544421	0.9493007928841904	0.952403773979739	0.9489349554193235
Norwegian-Bokmaal	0.9994807839114416	0.9705902373687583	0.9691904277420096	0.7999582308600814	0.9835490122856715	0.9655218951196239	0.9856027298255429	0.9710168433721786	0.9909523129943925	0.8347202627562565	0.9474601731150504	0.9889959973729032	0.87833440250658	0.989819465316414	1.0	0.8283325982304268	0.9055862017242349	0.9164249045218079	0.9909593254088643	0.9903698893566254	0.9731242299687621	0.9890536026137007	0.9156891035514344	0.8862478225312741	0.9063435751941454	0.6854699097497363	0.9368854905913861	0.9918653897268356	0.7287083737759156	0.9463570650169867	0.9853205459426716	0.9376548078419339	0.9727278688885046	0.8494033611050017	0.9728754656346411	0.9448003010765265	0.9870982955940107	0.8950874796599689	0.9318244249921349	0.9225134958996981	0.8983158480965809	0.9051337027930155	0.9047571458297073	0.9998065019099678	0.9082578275788179	0.9388879757042234	0.872433204236801	0.9869482785009832	0.9866548390107075	0.990318454068326	0.9859027964814203	0.9600183101280289	0.9961124914566659	0.89307781682371	0.9994123858685768	0.8511439921587943	0.9044350744056485	0.9952178361028725	0.9047632161608518	0.9030251629180183	0.8974684221167146	0.896232337746834	0.9028100834038943	0.89773747519547
Latvian-LVTB	0.8459170137754396	0.9378090401758273	0.9400524891206823	0.9986315795386967	0.8947689156568218	0.9447535609941956	0.7256027983268895	0.9381535774786125	0.8951017369480077	0.9953972663303615	0.9624362662904803	0.8998624032063911	0.9903462376358276	0.8981173992012262	0.8283325982304268	1.0	0.5500289352681866	0.98079914827603	0.895848076276598	0.8975606550896247	0.9341980103306978	0.9018640401187434	0.9832276620603118	0.9935569690772874	0.9873712884185314	0.9754535121342831	0.9718796744109223	0.8927509622233509	0.9872434869321276	0.958395583314179	0.9111573750268457	0.9670361111879745	0.9348855375680298	0.996953722541526	0.9349362400180476	0.9660299587583965	0.9048750982272364	0.9904645940501897	0.9751700076945043	0.9712016531528291	0.9901953939404716	0.5458621503945099	0.5524598283386992	0.8377295415966589	0.9791129375419084	0.9702274884682445	0.9864450638626167	0.9074635188558491	0.728649748744521	0.8969753970358499	0.7242244918925255	0.951764456262654	0.8622947966108903	0.9904926458939796	0.8452366497474403	0.998087687691215	0.9873612596718753	0.8785164889773741	0.5452578863454666	0.5431959156313322	0.9874267827723613	0.9883191488727066	0.9846295355423994	0.9870054567790012
Vietnamese-VTB	0.8933967206451313	0.7872934757717144	0.7908285414878656	0.5107291376436084	0.8635955627220854	0.7879904946575814	0.9613463733654557	0.7955114613577877	0.8468646575394932	0.5536864403871694	0.753544818749972	0.8499430020626816	0.6192424338378947	0.8487522827920031	0.9055862017242349	0.5500289352681866	1.0	0.6821317395827576	0.8507332158186521	0.8464954231766122	0.7942447640570371	0.8423540367288657	0.6914926370987307	0.6379545615937051	0.6674393734003825	0.35686279847057867	0.7238271383857446	0.8535594609029884	0.415812059298562	0.7517697717871372	0.8332750453127974	0.7249734246497515	0.8037856272436188	0.5882269652554514	0.7991012214395086	0.7389274073385568	0.8390512010907643	0.645037189409507	0.7145623997380688	0.6960870477256332	0.6580952647795099	0.9997407348735078	0.9992770290896547	0.8995862083333853	0.6641290375040557	0.7283479190699612	0.6125043090555455	0.8345362722435505	0.9438361938142973	0.8518677466587335	0.9580271956177919	0.7724391290626226	0.8880065556765186	0.6588625502403884	0.8938983029538357	0.5876958634686781	0.6749967955046726	0.8646660760293098	0.9997628316798582	0.9997740941198657	0.6719921917086347	0.6691154613884385	0.6823272717886579	0.6713083522166274
Greek-GDT	0.9286215562225041	0.9845044970748558	0.9862771858190276	0.9711970244341677	0.9531039066329581	0.9862753941133114	0.8375746603924721	0.9843531405754243	0.9616623977797458	0.9844010874387624	0.9930144521987793	0.9637382575040697	0.9955875357346157	0.9633616264567583	0.9164249045218079	0.98079914827603	0.6821317395827576	1.0	0.9612571365668937	0.9628899719638321	0.9822613459601574	0.9648983973974228	0.997208824163482	0.9951069847139483	0.998225923425791	0.9175731230286419	0.9970252290456562	0.9595517834967916	0.938741162427636	0.9937642516726727	0.9708348491450691	0.9976646849884003	0.981853164071096	0.9878751208686168	0.9836320827637108	0.9953070044214335	0.9679917558428783	0.9978915072795828	0.9974971918627038	0.9979106053041829	0.9970418718261067	0.6799574688843057	0.6824152103271154	0.9225129034487854	0.9983551293231638	0.9957784610662433	0.992884374400655	0.9677535126228817	0.8417730334841892	0.9619282527896391	0.8374497428214195	0.9902881540018444	0.9400109234828589	0.9935986090265752	0.9278546909802878	0.9884413380996799	0.9957568328448928	0.9501865709325279	0.6794322167819239	0.6771943553592887	0.9917584965667989	0.9937738462020165	0.9907138255585247	0.9908146111283099
Spanish-GSD	0.9947334341826287	0.9935871159374257	0.9933740971788704	0.8731622222648094	0.9941372314607329	0.9915894897857471	0.9552315189882189	0.9942534418869833	0.999755595466768	0.8997626498961521	0.9816434247502379	0.9995970865489351	0.9332374909003931	0.9997788168253611	0.9909593254088643	0.895848076276598	0.8507332158186521	0.9612571365668937	1.0	0.9999134260786176	0.994742070115553	0.9998252188493146	0.9612516955845237	0.940264926558973	0.9546823786017309	0.7767094077115272	0.9752549752655559	0.9999628502470099	0.8138480121452716	0.9800470329885845	0.9992390289520406	0.9748844603337452	0.9949044197786606	0.9121957482885115	0.9950676995573652	0.9800736698048383	0.9992258368996427	0.9464588044020141	0.9719890537989078	0.9639796203936334	0.9490751781643582	0.8494285955478387	0.8507163964641837	0.9929927038816417	0.954201134989751	0.976443360264281	0.9277524503470609	0.9994227615548564	0.956305897918728	0.9998821298347335	0.9550619040812066	0.9888870373529111	0.9963970570718145	0.9450981489140114	0.9944607562106103	0.9136636573555758	0.9533362422276643	0.9990444152038431	0.8489747751951611	0.8471390262468549	0.9478521137968146	0.9473031396771474	0.9513729051842861	0.9479077880768497
Catalan-AnCora	0.9942747785326409	0.9942264293996058	0.9939108903888594	0.8750865947749691	0.9928506733160974	0.9917134750745245	0.9535182312735054	0.994585496182552	0.9999315843590434	0.9023277108324054	0.9819297767772487	0.9994321692249978	0.9354725994836587	0.9997901239490745	0.9903698893566254	0.8975606550896247	0.8464954231766122	0.9628899719638321	0.9999134260786176	1.0	0.9952298325171189	0.9998794713936195	0.9620280223209315	0.9414706830787056	0.955921581009811	0.7794620720608368	0.9760536651537188	0.9998969493371567	0.8160783704537455	0.9808243980854873	0.9993594101675786	0.9762071051272827	0.9950180328219485	0.9138391646203564	0.9954559517298517	0.9808311293582826	0.99948219258011	0.948049512706472	0.9728570360307855	0.965784302635358	0.9502108884100551	0.8452822079952075	0.8461754170738796	0.9924208007205823	0.9563736201072452	0.9771271468520543	0.9302299711982389	0.9995105679428651	0.9554027546979288	0.9997250199019524	0.9535440309921983	0.9893006749279148	0.9958892539423736	0.945794799537398	0.9940098348044352	0.915327682971482	0.954071919779798	0.9989180884185996	0.8448381530091138	0.8429288436286587	0.9482643594671157	0.9479105549458244	0.9516151724320985	0.9482440354556246
English-EWT	0.9800196870886284	0.9998885011868601	0.9988021233947375	0.915325498772617	0.9878231235056083	0.9981616614009626	0.9209737652232732	0.9993773739702397	0.9947875326760321	0.9364883390003524	0.9934656442156075	0.9944439408964013	0.9620102458635408	0.9945744276717076	0.9731242299687621	0.9341980103306978	0.7942447640570371	0.9822613459601574	0.994742070115553	0.9952298325171189	1.0	0.9962553223097318	0.9822462552762689	0.9682908672208199	0.9787626453297725	0.8336287685660665	0.9915623538305255	0.9940821750292278	0.8656515519538668	0.9905155336160216	0.9972168984434064	0.989595859177655	0.9988171016926224	0.9450146985894191	0.9991114827529319	0.9942986217207519	0.9956504784085454	0.9731464337320864	0.9897506215287006	0.9816685850665615	0.9744242717898588	0.7922871544047596	0.7946254111293286	0.9769387816760616	0.9768902920339482	0.9922432125275971	0.9562900270945657	0.9974573047220847	0.9247939524756174	0.9943939881442185	0.9210175489878542	0.9977296402989633	0.9830339351451934	0.9705732096800185	0.9797790686277359	0.9471201872065957	0.9766428655155937	0.9909026906133634	0.7917952071199784	0.7897314466255936	0.9717879468812359	0.970944584593614	0.974127595003741	0.9721025690819189
Swedish-LinES	0.9932859612846588	0.9953014917742716	0.9947469930084971	0.879590372279583	0.9935014377115404	0.9929802736576111	0.9507739016045456	0.9956104719512215	0.9997195514192918	0.9059797556335699	0.9836522947772006	0.9993121103076134	0.9382101382469453	0.9995551527091587	0.9890536026137007	0.9018640401187434	0.8423540367288657	0.9648983973974228	0.9998252188493146	0.9998794713936195	0.9962553223097318	1.0	0.9647169792097338	0.9447685641712138	0.9587033722165992	0.7853294772659496	0.978129914762815	0.9997372889280632	0.8216601599504949	0.9818549112312077	0.9995283648986042	0.9776370210165418	0.9960211678758403	0.9173364512447907	0.9961628379990028	0.9827743448393814	0.9993268536986643	0.9509033738746184	0.9751320647024887	0.9671033665683537	0.9532090853477763	0.8408866363676444	0.8421427844203346	0.9913834885571087	0.9583538365400788	0.9792108905404381	0.9326845308269066	0.9998392516566126	0.9527056003726915	0.9995876013814652	0.9506867757822094	0.9906393283824299	0.9949313704664903	0.9491164194086521	0.9931040452646854	0.9190344567633476	0.9570872367523384	0.9986316103233964	0.840462486340378	0.838547303697638	0.9516769917058214	0.9509476284367201	0.955035215489354	0.9517215036756714
Russian-SynTagRus	0.9280841454520085	0.9838846418833634	0.9857916893510429	0.9731896124460224	0.9604842614042151	0.9886031333868334	0.8386430624219636	0.9851152702005203	0.9602324778185923	0.9809298974583659	0.9957543817860001	0.9639925607844237	0.9914282443084174	0.9626260262460231	0.9156891035514344	0.9832276620603118	0.6914926370987307	0.997208824163482	0.9612516955845237	0.9620280223209315	0.9822462552762689	0.9647169792097338	1.0	0.9974138558616022	0.9991092980495417	0.9191389172429254	0.9981657700332356	0.9592627512929175	0.9420281809815719	0.992216556236598	0.9704259887500314	0.9945684603961966	0.9837188615555712	0.9884565473961504	0.9833485794207474	0.9964634422007972	0.9663819389097973	0.9972436897390405	0.998862886091517	0.9922343710876153	0.9989582036641085	0.6881775751863327	0.6933120171919062	0.9223659696264717	0.9925248936825766	0.9976979058558562	0.9866525234948793	0.9679277068311273	0.8392676660240076	0.9621584394573404	0.8372788455814829	0.9915070759475199	0.9397651162546078	0.9983787041029268	0.9275452219358588	0.9895418025859627	0.9995717008114566	0.9498258796534818	0.6876249593669798	0.6857267208521985	0.9980682866158886	0.9983030342278488	0.9978793547620456	0.9977518562506724
